# name events 5954  kinds={'coin': 249, 'hear': 2977, 'say': 2728}

# label | 命名者(初) | 初出T+ | 聞いた人数 | 伝達回数(say) | グリッド
T+03:11:31 | say | 大川オト#72a | 村の外縁 | grid=11,3 | frm=
T+03:11:34 | say | 風間エマ#b5b | 南西の採石場 | grid=11,3 | frm=
T+03:11:42 | say | 谷口アル#a65 | 南側の石切り場 | grid=11,2 | frm=
T+03:11:44 | say | 東雲カイ#a50 | 西側一帯 | grid=11,2 | frm=
T+03:11:46 | coin | 谷口アル#a65 | 西の未踏地 | grid=11,2 | frm=
T+03:11:48 | say | 東雲カイ#a50 | 西側一帯 | grid=11,2 | frm=
T+03:12:00 | say | 榎本ソラ#3f3 | 西の未踏地 | grid=11,3 | frm=
T+03:12:01 | say | 西森ミオ#781 | 拠点西側の研究エリア | grid=12,2 | frm=
T+03:12:02 | say | 小柳ハル#dea | 西側エリア | grid=12,3 | frm=
T+03:12:04 | say | 大川タケル#e00 | 南側の石切り場 | grid=12,2 | frm=
T+03:12:05 | say | 榎本ソラ#3f3 | 西の未踏地 | grid=11,3 | frm=
T+03:12:06 | say | 西森ミオ#781 | 拠点西側の研究エリア | grid=12,2 | frm=
T+03:12:07 | say | 小柳ハル#dea | 西側エリア | grid=12,3 | frm=
T+03:12:09 | say | 大川タケル#e00 | 南側の石切り場 | grid=12,2 | frm=
T+03:12:09 | coin | 小柳ハルト#10d | 西の森 | grid=11,2 | frm=
T+03:12:12 | say | 大川オト#72a | この作業エリア | grid=11,2 | frm=
T+03:12:14 | say | 小柳ハルト#10d | 西の森 | grid=11,2 | frm=
T+03:12:17 | say | 大川オト#72a | この作業エリア | grid=11,2 | frm=
T+03:12:27 | say | 風間ダイ#f7c | 南西の採石場 | grid=11,3 | frm=
T+03:12:29 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+03:12:31 | say | 風間ダイ#f7c | 南西の採石場 | grid=11,3 | frm=
T+03:12:34 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+03:12:46 | say | 大川オト#72a | 村の外縁 | grid=11,3 | frm=
T+03:12:49 | say | 谷口アル#a65 | 西の露天掘り場 | grid=11,3 | frm=
T+03:12:51 | say | 大川オト#72a | 村の外縁 | grid=11,3 | frm=
T+03:12:54 | say | 谷口アル#a65 | 西の露天掘り場 | grid=11,3 | frm=
T+03:12:57 | say | 石川ナギ#6c2 | 南西の採石場 | grid=11,2 | frm=
T+03:12:59 | say | 小柳ハル#dea | 西側エリア | grid=12,3 | frm=
T+03:13:03 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+03:13:11 | say | 小柳ハルト#10d | 西の森 | grid=11,2 | frm=
T+03:13:13 | say | 風間の子#38f | 西の未踏地 | grid=12,3 | frm=
T+03:13:22 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+03:13:24 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+03:13:27 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+03:13:29 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+03:13:46 | say | 小柳ハルト#10d | 西の森 | grid=11,3 | frm=
T+03:13:48 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+03:13:50 | say | 小柳ハルト#10d | 西の森 | grid=11,3 | frm=
T+03:13:53 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+03:14:16 | coin | 小柳ハルト#10d | 西の露天掘り場 | grid=11,3 | frm=
T+03:14:18 | coin | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+03:14:22 | say | 谷口アル#a65 | 西の露天掘り場 | grid=11,3 | frm=
T+03:14:41 | say | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+03:14:42 | say | 榎本ソラ#3f3 | 西の未踏地 | grid=11,3 | frm=
T+03:14:43 | say | 東雲カイ#a50 | 北側の未踏地 | grid=12,3 | frm=
T+03:14:44 | say | 風間エマ#b5b | 南西の採石場 | grid=11,3 | frm=
T+03:14:45 | say | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+03:14:46 | say | 榎本ソラ#3f3 | 西の未踏地 | grid=11,3 | frm=
T+03:14:47 | say | 東雲カイ#a50 | 北側の未踏地 | grid=12,3 | frm=
T+03:14:48 | say | 風間エマ#b5b | 南西の採石場 | grid=11,3 | frm=
T+03:14:49 | say | 小柳ハルト#10d | 西の森 | grid=11,2 | frm=
T+03:14:52 | say | 小柳ハル#dea | 西側エリア | grid=12,3 | frm=
T+03:14:54 | say | 小柳ハルト#10d | 西の森 | grid=11,2 | frm=
T+03:14:56 | say | 小柳ハル#dea | 西側エリア | grid=12,3 | frm=
T+03:15:09 | say | 風間の子#38f | 西の森 | grid=11,2 | frm=
T+03:15:09 | say | 東雲カイ#a50 | 北側の未踏地 | grid=12,3 | frm=
T+03:15:14 | say | 風間の子#38f | 西の森 | grid=11,2 | frm=
T+03:15:22 | say | 石川ナギ#6c2 | 西側エリア | grid=12,3 | frm=
T+03:15:24 | say | 風間エマ#b5b | 南西の採石場 | grid=12,3 | frm=
T+03:15:26 | say | 石川ナギ#6c2 | 西側エリア | grid=12,3 | frm=
T+03:15:28 | say | 風間エマ#b5b | 南西の採石場 | grid=12,3 | frm=
T+03:15:34 | say | 風間の子#38f | 西の未踏地 | grid=12,3 | frm=
T+03:15:36 | say | 東雲カイ#a50 | 北側の拠点 | grid=11,3 | frm=
T+03:15:39 | say | 大川オト#72a | この作業エリア | grid=11,2 | frm=
T+03:15:39 | coin | 風間の子#38f | 西の未踏地 | grid=11,3 | frm=
T+03:15:41 | say | 東雲カイ#a50 | 北側の拠点 | grid=11,3 | frm=
T+03:15:43 | say | 大川オト#72a | この作業エリア | grid=11,2 | frm=
T+03:15:43 | say | 榎本ソラ#3f3 | 西の未踏地 | grid=11,3 | frm=
T+03:16:04 | say | 風間の子#38f | 西の未踏地 | grid=11,3 | frm=
T+03:16:06 | say | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+03:16:08 | say | 風間の子#38f | 西の未踏地 | grid=11,3 | frm=
T+03:16:10 | say | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+03:16:12 | coin | 石川ナギ#6c2 | 西側エリア | grid=11,2 | frm=
T+03:16:15 | say | 大川オト#72a | この作業エリア | grid=11,2 | frm=
T+03:16:17 | say | 石川ナギ#6c2 | 西側エリア | grid=11,2 | frm=
T+03:17:06 | say | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+03:17:09 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+03:17:11 | say | 谷口アル#a65 | 西の未踏地 | grid=11,2 | frm=
T+03:17:13 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+03:17:19 | say | 大川タケル#f91 | 北東採石場 | grid=11,3 | frm=
T+03:17:21 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+03:17:23 | say | 大川タケル#f91 | 北東採石場 | grid=11,3 | frm=
T+03:17:26 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+03:17:37 | say | 石川ナギ#6c2 | 西側エリア | grid=12,3 | frm=
T+03:17:42 | say | 石川ナギ#6c2 | 西側エリア | grid=12,3 | frm=
T+03:17:46 | say | 谷口アル#a65 | 西の露天掘り場 | grid=11,3 | frm=
T+03:17:48 | say | 大川タケル#f91 | 北東採石場 | grid=12,3 | frm=
T+03:17:51 | say | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+03:17:53 | say | 大川タケル#f91 | 北東採石場 | grid=12,3 | frm=
T+03:18:15 | say | 風間の子#38f | 西の森 | grid=11,2 | frm=
T+03:18:17 | say | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+03:18:22 | say | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+03:18:46 | say | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+03:18:48 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+03:18:51 | say | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+03:19:02 | say | 石川ナギ#6c2 | 西側エリア | grid=12,3 | frm=
T+03:19:04 | say | 小柳ナギ#9e9 | 南側採石場 | grid=12,3 | frm=
T+03:19:04 | say | 東雲カイ#a50 | 北側の未踏地 | grid=12,3 | frm=
T+03:19:06 | say | 石川ナギ#6c2 | 西側エリア | grid=12,3 | frm=
T+03:19:06 | say | 大川タケル#f91 | 北東採石場 | grid=12,3 | frm=
T+03:19:08 | say | 小柳ナギ#9e9 | 南側採石場 | grid=12,3 | frm=
T+03:19:08 | say | 東雲カイ#a50 | 北側の未踏地 | grid=12,3 | frm=
T+03:19:10 | say | 大川タケル#f91 | 北東採石場 | grid=12,3 | frm=
T+03:19:24 | say | 風間の子#38f | 西の未踏地 | grid=11,3 | frm=
T+03:19:27 | say | 小柳ハル#dea | 西側エリア | grid=12,3 | frm=
T+03:19:31 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+03:19:32 | say | 小柳ナギ#9e9 | 西の未踏地 | grid=11,3 | frm=
T+03:19:34 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+03:19:36 | say | 小柳ナギ#9e9 | 西の未踏地 | grid=11,3 | frm=
T+03:19:39 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+03:19:57 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+03:19:59 | say | 大川タケル#f91 | 北東採石場 | grid=12,3 | frm=
T+03:19:59 | say | 風間の子#38f | 西の未踏地 | grid=12,3 | frm=
T+03:20:01 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+03:20:01 | say | 小柳ナギ#9e9 | 西の未踏地 | grid=11,3 | frm=
T+03:20:03 | say | 風間の子#38f | 西の未踏地 | grid=12,3 | frm=
T+03:20:06 | say | 小柳ナギ#9e9 | 西の未踏地 | grid=11,3 | frm=
T+03:20:19 | say | 東雲カイ#a50 | 北側の拠点 | grid=11,3 | frm=
T+03:20:22 | say | 西森ミオ#781 | 南の未踏地 | grid=11,3 | frm=
T+03:20:24 | say | 東雲カイ#a50 | 北側の拠点 | grid=11,3 | frm=
T+03:20:26 | say | 西森ミオ#781 | 南の未踏地 | grid=12,3 | frm=
T+03:20:32 | say | 小柳ナギ#9e9 | 西の未踏地 | grid=11,3 | frm=
T+03:20:34 | say | 大川タケル#f91 | 北東採石場 | grid=11,3 | frm=
T+03:20:36 | say | 小柳ナギ#9e9 | 西の未踏地 | grid=11,3 | frm=
T+03:20:57 | say | 小柳ナギ#9e9 | 西の未踏地 | grid=11,3 | frm=
T+03:20:59 | say | 東雲カイ#a50 | 北側の拠点 | grid=11,3 | frm=
T+03:21:01 | say | 小柳ナギ#9e9 | 西の未踏地 | grid=11,3 | frm=
T+03:21:04 | say | 東雲カイ#a50 | 北側の拠点 | grid=11,3 | frm=
T+03:21:07 | say | 西森ミオ#781 | 南の未踏地 | grid=11,3 | frm=
T+03:21:09 | say | 大川タケル#f91 | 北東採石場 | grid=11,3 | frm=
T+03:21:11 | say | 西森ミオ#781 | 南の未踏地 | grid=11,3 | frm=
T+03:21:13 | say | 大川タケル#f91 | 北東採石場 | grid=11,3 | frm=
T+03:21:27 | say | 石川ナギ#6c2 | 西側エリア | grid=12,3 | frm=
T+03:21:31 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+03:21:31 | say | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+03:21:33 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+03:21:35 | say | 真砂アル#ef2 | 北東の採石場 | grid=12,3 | frm=
T+03:21:35 | say | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+03:21:37 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+03:21:38 | say | 大川タケル#f91 | 北東採石場 | grid=12,3 | frm=
T+03:21:40 | say | 真砂アル#ef2 | 北東の採石場 | grid=11,3 | frm=
T+03:21:42 | say | 大川タケル#f91 | 北東採石場 | grid=12,3 | frm=
T+03:21:47 | say | 西森ミオ#781 | 南の未踏地 | grid=12,3 | frm=
T+03:21:49 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+03:21:54 | say | 桜井ボブ#482 | 村の東側エリア | grid=12,3 | frm=
T+03:22:07 | say | 真砂アル#ef2 | 北東の採石場 | grid=11,3 | frm=
T+03:22:09 | say | 小柳ナギ#9e9 | 西の未踏地 | grid=11,3 | frm=
T+03:22:12 | say | 真砂アル#ef2 | 北東の採石場 | grid=12,3 | frm=
T+03:22:14 | say | 小柳ナギ#9e9 | 南側採石場 | grid=12,3 | frm=
T+03:22:16 | say | 谷口アル#a65 | 西の露天掘り場 | grid=11,3 | frm=
T+03:22:18 | coin | 大川タケル#e00 | 南側の石切り場 | grid=12,3 | frm=
T+03:22:20 | say | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+03:22:22 | say | 大川タケル#e00 | 南側の石切り場 | grid=12,3 | frm=
T+03:22:36 | say | 真砂アル#ef2 | 北東の採石場 | grid=12,3 | frm=
T+03:22:38 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+03:22:41 | say | 真砂アル#ef2 | 北東の採石場 | grid=11,3 | frm=
T+03:22:43 | say | 石川ナギ#6c2 | 西側エリア | grid=12,3 | frm=
T+03:22:48 | coin | 大川タケル#f91 | 北東採石場 | grid=11,2 | frm=
T+03:22:50 | coin | 小柳ハルト#10d | 西の露天掘り場 | grid=12,3 | frm=
T+03:22:52 | say | 大川タケル#f91 | 北東採石場 | grid=11,2 | frm=
T+03:23:31 | say | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+03:23:34 | say | 大川タケル#f91 | 北東採石場 | grid=12,3 | frm=
T+03:23:36 | say | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+03:23:38 | say | 大川タケル#f91 | 北東採石場 | grid=12,3 | frm=
T+03:23:46 | say | 小柳ハルト#10d | 西の露天掘り場 | grid=11,3 | frm=
T+03:23:48 | say | 真砂アル#ef2 | 北東の採石場 | grid=11,2 | frm=
T+03:23:52 | say | 真砂アル#ef2 | 北東の採石場 | grid=11,2 | frm=
T+03:24:17 | say | 大川タケル#e00 | 南側の石切り場 | grid=12,3 | frm=
T+03:24:19 | say | 風間の子#38f | 西の未踏地 | grid=12,3 | frm=
T+03:24:21 | say | 真砂アル#ef2 | 北東の採石場 | grid=11,3 | frm=
T+03:24:21 | say | 大川タケル#e00 | 南側の石切り場 | grid=12,3 | frm=
T+03:24:23 | say | 大川タケル#f91 | 北東採石場 | grid=11,3 | frm=
T+03:24:25 | say | 真砂アル#ef2 | 北東の採石場 | grid=11,2 | frm=
T+03:24:28 | say | 大川タケル#f91 | 北東採石場 | grid=11,3 | frm=
T+03:24:36 | say | 谷口アル#a65 | 西の露天掘り場 | grid=11,3 | frm=
T+03:24:37 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+03:24:38 | say | 東雲カイ#a50 | 北側の未踏地 | grid=12,3 | frm=
T+03:24:39 | say | 大川オト#72a | この作業エリア | grid=12,3 | frm=
T+03:24:41 | coin | 谷口アル#a65 | 西の未踏地 | grid=11,3 | frm=
T+03:24:43 | say | 東雲カイ#a50 | 北側の未踏地 | grid=12,3 | frm=
T+03:24:43 | say | 大川オト#72a | この作業エリア | grid=12,3 | frm=
T+03:25:24 | coin | 大川オト#72a | この作業エリア | grid=11,3 | frm=
T+03:25:29 | say | 大川オト#72a | この作業エリア | grid=11,3 | frm=
T+03:25:31 | say | 東雲カイ#a50 | 北側の未踏地 | grid=12,3 | frm=
T+03:25:31 | say | 谷口アル#a65 | 西の未踏地 | grid=11,3 | frm=
T+03:25:34 | say | 大川タケル#e00 | 南側の石切り場 | grid=12,3 | frm=
T+03:25:36 | say | 谷口アル#a65 | 西の未踏地 | grid=11,3 | frm=
T+03:25:38 | coin | 大川タケル#e00 | 南側の石切り場 | grid=11,3 | frm=
T+03:25:56 | say | 大川オト#72a | この作業エリア | grid=11,2 | frm=
T+03:25:58 | say | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+03:26:02 | say | 谷口アル#a65 | 西の未踏地 | grid=11,3 | frm=
T+03:26:24 | say | 大川オト#72a | この作業エリア | grid=11,3 | frm=
T+03:26:24 | say | 大川タケル#e00 | 南側の石切り場 | grid=12,3 | frm=
T+03:26:26 | say | 風間エマ#b5b | 南西の採石場 | grid=11,3 | frm=
T+03:26:26 | say | 榎本ソラ#3f3 | 西の未踏地 | grid=11,3 | frm=
T+03:26:29 | say | 大川オト#72a | この作業エリア | grid=11,3 | frm=
T+03:26:29 | coin | 大川タケル#e00 | 南側の未踏地 | grid=12,3 | frm=
T+03:26:31 | say | 風間エマ#b5b | 南西の採石場 | grid=11,3 | frm=
T+03:26:55 | say | 東雲カイ#a50 | 西側一帯 | grid=11,2 | frm=
T+03:26:59 | say | 東雲カイ#a50 | 西側一帯 | grid=11,2 | frm=
T+03:27:02 | say | 榎本ソラ#3f3 | 西の未踏地 | grid=11,3 | frm=
T+03:27:04 | say | 谷口アル#a65 | 西の未踏地 | grid=11,3 | frm=
T+03:27:06 | say | 榎本ソラ#3f3 | 西の未踏地 | grid=11,3 | frm=
T+03:27:09 | say | 谷口アル#a65 | 西の未踏地 | grid=11,3 | frm=
T+03:27:30 | say | 東雲カイ#a50 | 北側の未踏地 | grid=12,3 | frm=
T+03:27:32 | say | 大川タケル#e00 | 南側の石切り場 | grid=11,3 | frm=
T+03:27:34 | say | 東雲カイ#a50 | 北側の拠点 | grid=11,3 | frm=
T+03:27:36 | say | 大川タケル#e00 | 南側の石切り場 | grid=11,3 | frm=
T+03:27:56 | say | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+03:27:58 | say | 東雲カイ#a50 | 北側の未踏地 | grid=12,3 | frm=
T+03:28:00 | say | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+03:28:01 | say | 大川オト#72a | この作業エリア | grid=11,3 | frm=
T+03:28:02 | say | 東雲カイ#a50 | 北側の未踏地 | grid=12,3 | frm=
T+03:28:08 | say | 風間エマ#b5b | 南西の採石場 | grid=11,3 | frm=
T+03:28:42 | say | 榎本ソラ#3f3 | 西の未踏地 | grid=11,3 | frm=
T+03:28:47 | say | 榎本ソラ#3f3 | 西の未踏地 | grid=11,3 | frm=
T+03:28:51 | say | 大川タケル#e00 | 南側の未踏地 | grid=12,3 | frm=
T+03:28:53 | say | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+03:28:55 | say | 大川タケル#e00 | 南側の未踏地 | grid=12,3 | frm=
T+03:29:06 | say | 大川オト#72a | この作業エリア | grid=12,3 | frm=
T+03:29:09 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+03:29:09 | say | 東雲カイ#a50 | 北側の拠点 | grid=11,3 | frm=
T+03:29:11 | say | 榎本ソラ#3f3 | 西の未踏地 | grid=11,3 | frm=
T+03:29:13 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+03:29:13 | coin | 東雲カイ#a50 | 北側の拠点 | grid=12,3 | frm=
T+03:29:16 | say | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+03:29:18 | say | 風間エマ#b5b | 拠点周辺 | grid=11,2 | frm=
T+03:29:20 | say | 谷口アル#a65 | 西の未踏地 | grid=11,2 | frm=
T+03:29:23 | say | 風間エマ#b5b | 拠点周辺 | grid=11,2 | frm=
T+03:29:32 | say | 榎本ソラ#3f3 | 西の露天掘り場 | grid=12,3 | frm=
T+03:29:34 | say | 石川ナギ#6c2 | 西側エリア | grid=12,3 | frm=
T+03:29:36 | coin | 榎本ソラ#3f3 | 西側エリア | grid=12,3 | frm=
T+03:29:38 | say | 石川ナギ#6c2 | 西側エリア | grid=12,3 | frm=
T+03:29:41 | say | 谷口アル#a65 | 西の未踏地 | grid=11,3 | frm=
T+03:29:43 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+03:29:45 | say | 谷口アル#a65 | 西の未踏地 | grid=11,3 | frm=
T+03:29:47 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+03:30:06 | say | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+03:30:08 | say | 東雲カイ#a50 | 北側の拠点 | grid=12,3 | frm=
T+03:30:11 | say | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+03:30:13 | say | 東雲カイ#a50 | 北側の拠点 | grid=12,3 | frm=
T+03:31:16 | say | 小柳ハルト#10d | 西の露天掘り場 | grid=11,3 | frm=
T+03:31:18 | say | 小柳ハル#dea | 西側エリア | grid=11,2 | frm=
T+03:31:21 | coin | 小柳ハルト#10d | 西の露天掘り場 | grid=11,2 | frm=
T+03:32:34 | say | 東雲カイ#a50 | 北側の拠点 | grid=12,3 | frm=
T+03:32:36 | say | 大川タケル#e00 | 南側の未踏地 | grid=12,3 | frm=
T+03:32:39 | say | 東雲カイ#a50 | 北側の拠点 | grid=12,3 | frm=
T+03:32:41 | say | 大川タケル#e00 | 南側の未踏地 | grid=12,3 | frm=
T+03:33:12 | say | 風間ダイ#f7c | 南西の採石場 | grid=12,2 | frm=
T+03:33:14 | say | 風間の子#38f | 南西の採石場 | grid=12,2 | frm=
T+03:34:00 | say | 小柳ハルト#10d | 西の露天掘り場 | grid=11,3 | frm=
T+03:34:02 | say | 風間ダイ#f7c | 南西の採石場 | grid=11,3 | frm=
T+03:34:29 | say | 榎本アキ#01c | 西側エリア | grid=11,3 | frm=
T+03:35:05 | say | 榎本アキ#01c | 北東採石場 | grid=12,2 | frm=
T+03:35:07 | say | 風間ダイ#f7c | 南西の採石場 | grid=12,2 | frm=
T+03:35:09 | say | 榎本アキ#01c | 北東採石場 | grid=12,2 | frm=
T+03:35:34 | say | 風間の子#38f | 南西の採石場 | grid=12,2 | frm=
T+03:35:36 | say | 大川オト#72a | この作業エリア | grid=12,2 | frm=
T+03:35:40 | say | 大川オト#72a | この作業エリア | grid=12,2 | frm=
T+03:36:42 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+03:36:44 | say | 林ソラ#017 | 採石場 | grid=11,3 | frm=
T+03:36:46 | say | 石川ナギ#6c2 | 西側エリア | grid=11,3 | frm=
T+03:37:00 | say | 風間の子#38f | 南西の採石場 | grid=12,2 | frm=
T+03:37:02 | say | 川原フウ#f33 | 南西の採石場 | grid=12,2 | frm=
T+03:37:04 | say | 風間の子#38f | 南西の採石場 | grid=12,2 | frm=
T+03:37:07 | say | 川原フウ#f33 | 南西の採石場 | grid=12,2 | frm=
T+03:37:39 | say | 川原フウ#f33 | 東の採石場 | grid=11,2 | frm=
T+03:37:44 | say | 川原フウ#f33 | 東の採石場 | grid=11,2 | frm=
T+03:38:16 | say | 林ソラ#017 | 採石場 | grid=11,3 | frm=
T+03:38:19 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+03:38:19 | say | 風間の子#38f | 西の未踏地 | grid=12,3 | frm=
T+03:38:21 | say | 林ソラ#017 | 採石場 | grid=11,3 | frm=
T+03:38:22 | say | 大川オト#72a | この作業エリア | grid=12,3 | frm=
T+03:38:23 | say | 桜井ボブ#482 | 村の東側エリア | grid=11,3 | frm=
T+03:38:24 | say | 風間の子#38f | 西の未踏地 | grid=12,3 | frm=
T+03:38:26 | say | 大川オト#72a | この作業エリア | grid=12,3 | frm=
T+03:39:22 | say | 榎本ソラ#3f3 | 西の未踏地 | grid=11,3 | frm=
T+03:39:24 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+03:39:26 | say | 榎本ソラ#3f3 | 西の未踏地 | grid=11,3 | frm=
T+03:39:28 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+03:40:07 | say | 浜田イオ#796 | 南側一帯 | grid=12,3 | frm=
T+03:40:09 | say | 東雲カイ#a50 | 西の露天掘り場 | grid=12,2 | frm=
T+03:40:11 | coin | 浜田イオ#796 | 南側一帯 | grid=12,2 | frm=
T+03:40:13 | say | 東雲カイ#a50 | 西の露天掘り場 | grid=12,2 | frm=
T+03:40:30 | say | 川原フウ#f33 | 東の採石場 | grid=11,2 | frm=
T+03:40:32 | coin | 風間エマ#b5b | 南西の採石場 | grid=11,2 | frm=
T+03:40:34 | say | 榎本アキ#01c | 北東採石場 | grid=12,2 | frm=
T+03:40:35 | say | 川原フウ#f33 | 東の採石場 | grid=11,2 | frm=
T+03:40:36 | say | 東雲カイ#a50 | 西の露天掘り場 | grid=12,2 | frm=
T+03:40:37 | say | 風間エマ#b5b | 南西の採石場 | grid=11,2 | frm=
T+03:40:41 | say | 東雲カイ#a50 | 西の露天掘り場 | grid=12,2 | frm=
T+03:42:16 | say | 大川オト#72a | この作業エリア | grid=12,3 | frm=
T+03:42:18 | say | 浜田イオ#796 | 南側一帯 | grid=12,3 | frm=
T+03:42:21 | say | 大川オト#72a | この作業エリア | grid=12,3 | frm=
T+03:42:23 | say | 浜田イオ#796 | 南側一帯 | grid=12,3 | frm=
T+03:42:31 | say | 谷口アル#a65 | 西の未踏地 | grid=12,3 | frm=
T+03:42:33 | say | 東雲カイ#a50 | 西の露天掘り場 | grid=12,2 | frm=
T+03:42:37 | say | 東雲カイ#a50 | 西の露天掘り場 | grid=12,2 | frm=
T+03:43:49 | say | 風間の子#38f | 西の未踏地 | grid=11,3 | frm=
T+03:43:52 | say | 大川オト#72a | この作業エリア | grid=11,3 | frm=
T+03:43:54 | say | 風間の子#38f | 西の未踏地 | grid=11,3 | frm=
T+03:43:59 | coin | 小柳ハル#dea | 西側エリア | grid=10,2 | frm=
T+03:44:01 | say | 石川ナギ#6c2 | 西側エリア | grid=10,3 | frm=
T+03:44:03 | say | 小柳ハル#dea | 西側エリア | grid=10,2 | frm=
T+03:44:28 | say | 風間エマ#b5b | 南西の採石場 | grid=11,2 | frm=
T+03:44:33 | say | 風間エマ#b5b | 南西の採石場 | grid=11,2 | frm=
T+03:44:51 | say | 大川オト#72a | この作業エリア | grid=12,3 | frm=
T+03:44:53 | say | 谷口アル#a65 | 南の奥地 | grid=12,2 | frm=
T+03:44:56 | say | 大川オト#72a | この作業エリア | grid=12,3 | frm=
T+03:44:58 | say | 谷口アル#a65 | 南の奥地 | grid=12,2 | frm=
T+03:45:02 | say | 風間ダイ#f7c | 南西の採石場 | grid=11,3 | frm=
T+03:45:05 | say | 風間エマ#b5b | 南西の採石場 | grid=11,3 | frm=
T+03:45:07 | say | 風間ダイ#f7c | 南西の採石場 | grid=11,3 | frm=
T+03:45:09 | say | 風間エマ#b5b | 南西の採石場 | grid=11,3 | frm=
T+03:46:19 | say | 榎本アキ#01c | 西側エリア | grid=11,3 | frm=
T+03:46:24 | say | 榎本アキ#01c | 西側エリア | grid=11,3 | frm=
T+03:46:26 | say | 大川オト#72a | この作業エリア | grid=11,3 | frm=
T+03:46:55 | say | 川原フウ#f33 | 東の採石場 | grid=11,2 | frm=
T+03:46:57 | say | 林ソラ#017 | 採石場 | grid=11,3 | frm=
T+03:46:59 | say | 川原フウ#f33 | 東の採石場 | grid=11,3 | frm=
T+03:47:21 | say | 林ソラ#017 | 採石場 | grid=11,3 | frm=
T+03:47:24 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+03:47:28 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
T+03:51:22 | say | 林ソラ#017 | 採石場 | grid=11,3 | frm=
T+03:51:24 | say | 小柳ハル#dea | 西側エリア | grid=11,3 | frm=
